Date,Coral ID,Feeding,Feeding_binary
4-Jun,V-7 H C,,
5-Jun,V-7 H C,,
27-May,V-7 H D,,
28-May,V-7 H D,,
29-May,V-7 H D,,
30-May,V-7 H D,,
31-May,V-7 H D,,
1-Jun,V-7 H D,,
2-Jun,V-7 H D,,
3-Jun,V-7 H D,,
4-Jun,V-7 H D,,
5-Jun,V-7 H D,,
25-May,V-7 H V,,
26-May,V-7 H V,,
27-May,V-7 H V,,
28-May,V-7 H V,,
29-May,V-7 H V,,
30-May,V-7 H V,,
31-May,V-7 H V,,
1-Jun,V-7 H V,,
2-Jun,V-7 H V,,
3-Jun,V-7 H V,,
4-Jun,V-7 H V,,
5-Jun,V-7 H V,,
25-May,V-9 A C,,
26-May,V-9 A C,,
27-May,V-9 A C,,
28-May,V-9 A C,,
29-May,V-9 A C,,
30-May,V-9 A C,,
31-May,V-9 A C,,
1-Jun,V-9 A C,,
2-Jun,V-9 A C,,
3-Jun,V-9 A C,,
4-Jun,V-9 A C,,
5-Jun,V-9 A C,,
29-May,V-9 A D,,
30-May,V-9 A D,,
31-May,V-9 A D,,
1-Jun,V-9 A D,,
2-Jun,V-9 A D,,
3-Jun,V-9 A D,,
4-Jun,V-9 A D,,
5-Jun,V-9 A D,,
25-May,V-9 A V,,
26-May,V-9 A V,,
27-May,V-9 A V,,
28-May,V-9 A V,,
29-May,V-9 A V,,
30-May,V-9 A V,,
31-May,V-9 A V,,
1-Jun,V-9 A V,,
2-Jun,V-9 A V,,
3-Jun,V-9 A V,,
4-Jun,V-9 A V,,
5-Jun,V-9 A V,,
25-May,V-9 H C,,
26-May,V-9 H C,,
27-May,V-9 H C,,
28-May,V-9 H C,,
29-May,V-9 H C,,
30-May,V-9 H C,,
31-May,V-9 H C,,
1-Jun,V-9 H C,,
2-Jun,V-9 H C,,
3-Jun,V-9 H C,,
4-Jun,V-9 H C,,
5-Jun,V-9 H C,,
29-May,V-9 H D,,
30-May,V-9 H D,,
31-May,V-9 H D,,
1-Jun,V-9 H D,,
2-Jun,V-9 H D,,
3-Jun,V-9 H D,,
4-Jun,V-9 H D,,
5-Jun,V-9 H D,,
25-May,V-9 H V,,
26-May,V-9 H V,,
27-May,V-9 H V,,
28-May,V-9 H V,,
29-May,V-9 H V,,
30-May,V-9 H V,,
31-May,V-9 H V,,
1-Jun,V-9 H V,,
2-Jun,V-9 H V,,
3-Jun,V-9 H V,,
4-Jun,V-9 H V,,
5-Jun,V-9 H V,,
